SPELL NAME,SPELL BASICS@,SPELL LEVEL,SCHOOL,RITUAL,COMPONENTS,RANGE,CAST TIME,DURATION,ADDED CONCENTRATION,DESCRIPTION,DELETEME,DELETEME,ACID,AOE,COLD,BLUDGEONING,FIRE,FORCE,LIGHTNING,NECROTIC,PIERCING,POISON,RADIANT,SLASHING,THUNDER,SPELL CATEGORY@,BUFF,CONTROL,COMMUNICATION,DEBUFF,DEFENSIVE,DIVINATION,HEAL,ILLUSION,LIGHT/DARK,MINIONS,6TH SENSE,OFFENSIVE,OTHER,REALITY WARP,REVIVE/RESTORE,SCALES,TELEPORTATION,CLASS@,ARTIFICER,BARD,CLERIC,DRUID,PALADIN,RANGER,SORCERER,WARLOCK,WIZARD
CALL LIGHTNING@,SPELL BASICS@,3@,CONJURATION@,0@,V.S.@,120 FEET@,1 ACTION@,10 MINUTES @,1,"A STORM CLOUD APPEARS IN THE SHAPE OF A CYLINDER THAT IS 10 FEET TALL WITH A 60-FOOT RADIUS, CENTERED ON A POINT YOU CAN SEE 100 FEET DIRECTLY ABOVE YOU. THE SPELL FAILS IF YOU CAN’T SEE A POINT IN THE AIR WHERE THE STORM CLOUD COULD APPEAR (FOR EXAMPLE, IF YOU ARE IN A ROOM THAT CAN’T ACCOMMODATE THE CLOUD).&WHEN YOU CAST THE SPELL, CHOOSE A POINT YOU CAN SEE WITHIN RANGE. A BOLT OF LIGHTNING FLASHES DOWN FROM THE CLOUD TO THAT POINT. EACH CREATURE WITHIN 5 FEET OF THAT POINT MUST MAKE A DEXTERITY SAVING THROW. A CREATURE TAKES 3D10 LIGHTNING DAMAGE ON A FAILED SAVE, OR HALF AS MUCH DAMAGE ON A SUCCESSFUL ONE. ON EACH OF YOUR TURNS UNTIL THE SPELL ENDS, YOU CAN USE YOUR ACTION TO CALL DOWN LIGHTNING IN THIS WAY AGAIN, TARGETING THE SAME POINT OR A DIFFERENT ONE.&IF YOU ARE OUTDOORS IN STORMY CONDITIONS WHEN YOU CAST THIS SPELL, THE SPELL GIVES YOU CONTROL OVER THE EXISTING STORM INSTEAD OF CREATING A NEW ONE. UNDER SUCH CONDITIONS, THE SPELL’S DAMAGE INCREASES BY 1D10.&&AT HIGHER LEVELS. WHEN YOU CAST THIS SPELL USING A SPELL SLOT OF 4TH OR HIGHER LEVEL, THE DAMAGE INCREASES BY 1D10 FOR EACH SLOT LEVEL ABOVE 3RD.@",DELETEME,DELETEME,0@,1@,0@,0@,0@,0@,1@,0@,0@,0@,0@,0@,0@,SPELL CATEGORY@,0@,0@,0@,0@,0@,0@,0@,0@,0@,0@,0@,1@,0@,0@,0@,1@,0@,CLASS@,0@,0@,0@,1@,0@,0@,0@,0@,0@
CALM EMOTIONS@,SPELL BASICS@,2@,ENCHANTMENT@,0@,V.S.@,60 FEET@,1 ACTION@,1 MINUTE @,1,"YOU ATTEMPT TO SUPPRESS STRONG EMOTIONS IN A GROUP OF PEOPLE. EACH HUMANOID IN A 20-FOOT-RADIUS SPHERE CENTERED ON A POINT YOU CHOOSE WITHIN RANGE MUST MAKE A CHARISMA SAVING THROW; A CREATURE CAN CHOOSE TO FAIL THIS SAVING THROW IF IT WISHES. IF A CREATURE FAILS ITS SAVING THROW, CHOOSE ONE OF THE FOLLOWING TWO EFFECTS. YOU CAN SUPPRESS ANY EFFECT CAUSING A TARGET TO BE CHARMED OR FRIGHTENED. WHEN THIS SPELL ENDS, ANY SUPPRESSED EFFECT RESUMES, PROVIDED THAT ITS DURATION HAS NOT EXPIRED IN THE MEANTIME.&ALTERNATIVELY, YOU CAN MAKE A TARGET INDIFFERENT ABOUT CREATURES OF YOUR CHOICE THAT IT IS HOSTILE TOWARD. THIS INDIFFERENCE ENDS IF THE TARGET IS ATTACKED OR HARMED BY A SPELL OR IF IT WITNESSES ANY OF ITS FRIENDS BEING HARMED. WHEN THE SPELL ENDS, THE CREATURE BECOMES HOSTILE AGAIN, UNLESS THE DM RULES OTHERWISE.@",DELETEME,DELETEME,0@,1@,0@,0@,0@,0@,0@,0@,0@,0@,0@,0@,0@,SPELL CATEGORY@,0@,1@,0@,0@,0@,0@,0@,0@,0@,0@,0@,0@,0@,1@,0@,0@,0@,CLASS@,0@,1@,1@,0@,0@,0@,0@,0@,0@
CHAIN LIGHTNING@,SPELL BASICS@,6@,EVOCATION@,0@,"V.S.M. (A BIT OF FUR; A PIECE OF AMBER, GLASS OR A CRYSTAL ROD; AND THREE SILVER PINS)@",150 FEET@,1 ACTION@,INSTANTANEOUS@,0,"YOU CREATE A BOLT OF LIGHTNING THAT ARCS TOWARD A TARGET OF YOUR CHOICE THAT YOU CAN SEE WITHIN RANGE. THREE BOLTS THEN LEAP FROM THAT TARGET TO AS MANY AS THREE OTHER TARGETS, EACH OF WHICH MUST BE WITHIN 30 FEET OF THE FIRST TARGET. A TARGET CAN BE A CREATURE OR AN OBJECT AND CAN BE TARGETED BY ONLY ONE OF THE BOLTS.&A TARGET MUST MAKE A DEXTERITY SAVING THROW. THE TARGET TAKES 10D8 LIGHTNING DAMAGE ON A FAILED SAVE, OR HALF AS MUCH DAMAGE ON A SUCCESSFUL ONE.&&AT HIGHER LEVELS. WHEN YOU CAST THIS SPELL USING A SPELL SLOT OF 7TH LEVEL OR HIGHER, ONE ADDITIONAL BOLT LEAPS FROM THE FIRST TARGET TO ANOTHER TARGET FOR EACH SLOT LEVEL ABOVE 6TH.@",DELETEME,DELETEME,0@,1@,0@,0@,0@,0@,1@,0@,0@,0@,0@,0@,0@,SPELL CATEGORY@,0@,0@,0@,0@,0@,0@,0@,0@,0@,0@,0@,1@,0@,0@,0@,1@,0@,CLASS@,0@,0@,0@,0@,0@,0@,1@,0@,1@
CHARM PERSON@,SPELL BASICS@,1@,ENCHANTMENT@,0@,V.S.@,30 FEET@,1 ACTION@,1 HOUR@,0,"YOU ATTEMPT TO CHARM A HUMANOID YOU CAN SEE WITHIN RANGE. IT MUST MAKE A WISDOM SAVING THROW, AND DOES SO WITH ADVANTAGE IF YOU OR YOUR COMPANIONS ARE FIGHTING IT. IF IT FAILS THE SAVING THROW, IT IS CHARMED BY YOU UNTIL THE SPELL ENDS OR UNTIL YOU OR YOUR COMPANIONS DO ANYTHING HARMFUL TO IT. THE CHARMED CREATURE REGARDS YOU AS A FRIENDLY ACQUAINTANCE. WHEN THE SPELL ENDS, THE CREATURE KNOWS IT WAS CHARMED BY YOU.&&AT HIGHER LEVELS. WHEN YOU CAST THIS SPELL USING A SPELL SLOT OF 2ND LEVEL OR HIGHER, YOU CAN TARGET ONE ADDITIONAL CREATURE FOR EACH SLOT LEVEL ABOVE 1ST. THE CREATURES MUST BE WITHIN 30 FEET OF EACH OTHER WHEN YOU TARGET THEM.@",DELETEME,DELETEME,0@,0@,0@,0@,0@,0@,0@,0@,0@,0@,0@,0@,0@,SPELL CATEGORY@,0@,1@,0@,0@,0@,0@,0@,0@,0@,0@,0@,0@,0@,0@,0@,1@,0@,CLASS@,0@,1@,0@,1@,0@,0@,1@,1@,1@
CHILL TOUCH@,SPELL BASICS@,0@,NECROMANCY@,0@,V.S.@,120 FEET@,1 ACTION@,1 ROUND@,0,"YOU CREATE A GHOSTLY, SKELETAL HAND IN THE SPACE OF A CREATURE WITHIN RANGE. MAKE A RANGED SPELL ATTACK AGAINST THE CREATURE TO ASSAIL IT WITH THE CHILL OF THE GRAVE. ON A HIT, THE TARGET TAKES 1D8 NECROTIC DAMAGE, AND IT CAN’T REGAIN HIT POINTS UNTIL THE START OF YOUR NEXT TURN. UNTIL THEN, THE HAND CLINGS TO THE TARGET. IF YOU HIT AN UNDEAD TARGET, IT ALSO HAS DISADVANTAGE ON ATTACK ROLLS AGAINST YOU UNTIL THE END OF YOUR NEXT TURN.&&AT HIGHER LEVELS. THIS SPELL’S DAMAGE INCREASES BY 1D8 WHEN YOU REACH 5TH LEVEL (2D8), 11TH LEVEL (3D8), AND 17TH LEVEL (4D8).@",DELETEME,DELETEME,0@,0@,0@,0@,0@,0@,0@,1@,0@,0@,0@,0@,0@,SPELL CATEGORY@,0@,0@,0@,1@,0@,0@,0@,0@,0@,0@,0@,1@,0@,0@,0@,1@,0@,CLASS@,0@,0@,0@,0@,0@,0@,1@,1@,1@
CHROMATIC ORB@,SPELL BASICS@,1@,EVOCATION@,0@,V.S.M. (A DIAMOND WORTH AT LEAST 50 GP)@,90 FEET@,1 ACTION@,INSTANTANEOUS@,0,"YOU HURL A 4-INCH-DIAMETER SPHERE OF ENERGY AT A CREATURE THAT YOU CAN SEE WITHIN RANGE. YOU CHOOSE ACID, COLD, FIRE, LIGHTNING, POISON, OR THUNDER FOR THE TYPE OF ORB YOU CREATE, AND THEN MAKE A RANGED SPELL ATTACK AGAINST THE TARGET. IF THE ATTACK HITS, THE CREATURE TAKES 3D8 DAMAGE OF THE TYPE YOU CHOSE.&&AT HIGHER LEVELS. WHEN YOU CAST THIS SPELL USING A SPELL SLOT OF 2ND LEVEL OR HIGHER, THE DAMAGE INCREASES BY 1D8 FOR EACH SLOT LEVEL ABOVE 1ST.@",DELETEME,DELETEME,1@,0@,1@,0@,1@,0@,1@,0@,0@,1@,0@,0@,1@,SPELL CATEGORY@,2@,0@,0@,0@,0@,0@,0@,0@,0@,0@,0@,1@,0@,0@,0@,1@,0@,CLASS@,0@,0@,0@,0@,0@,0@,1@,0@,1@
CIRCLE OF DEATH,SPELL BASICS@,6@,NECROMANCY@,0@,V.S.M. (THE POWDER OF A CRUSHED BLACK PEARL WORTH AT LEAST 500 GP)@,150 FEET@,1 ACTION@,INSTANTANEOUS@,0,"A SPHERE OF NEGATIVE ENERGY RIPPLES OUT IN A 60-FOOT- RADIUS SPHERE FROM A POINT WITHIN RANGE. EACH CREATURE IN THAT AREA MUST MAKE A CONSTITUTION SAVING THROW. A TARGET TAKES 8D6 NECROTIC DAMAGE ON A FAILED SAVE, OR HALF AS MUCH DAMAGE ON A SUCCESSFUL ONE.&&AT HIGHER LEVELS. WHEN YOU CAST THIS SPELL USING A SPELL SLOT OF 7TH LEVEL OR HIGHER, THE DAMAGE INCREASES BY 2D6 FOR EACH SLOT LEVEL ABOVE 6TH.@",DELETEME,DELETEME,0@,1@,0@,0@,0@,0@,0@,1@,0@,0@,0@,0@,0@,SPELL CATEGORY@,0@,0@,0@,0@,0@,0@,0@,0@,0@,0@,0@,1@,0@,0@,0@,1@,0@,CLASS@,0@,0@,0@,0@,0@,0@,1@,1@,1@
CIRCLE OF POWER@,SPELL BASICS@,5@,ABJURATION@,0@,V.@,30 FEET@,1 ACTION@,10 MINUTES @,1,"DIVINE ENERGY RADIATES FROM YOU, DISTORTING AND DIFFUSING MAGICAL ENERGY WITHIN 30 FEET OF YOU. UNTIL THE SPELL ENDS, THE SPHERE MOVES WITH YOU, CENTERED ON YOU. FOR THE DURATION, EACH FRIENDLY CREATURE IN THE AREA (INCLUDING YOU) HAS ADVANTAGE ON SAVING THROWS AGAINST SPELLS AND OTHER MAGICAL EFFECTS. ADDITIONALLY, WHEN AN AFFECTED CREATURE SUCCEEDS ON A SAVING THROW MADE AGAINST A SPELL OR MAGICAL EFFECT THAT ALLOWS IT TO MAKE A SAVING THROW TO TAKE ONLY HALF DAMAGE, IT INSTEAD TAKES NO DAMAGE IF IT SUCCEEDS ON THE SAVING THROW.@",DELETEME,DELETEME,0@,1@,0@,0@,0@,0@,0@,0@,0@,0@,0@,0@,0@,SPELL CATEGORY@,1@,0@,0@,0@,1@,0@,0@,0@,0@,0@,0@,0@,0@,0@,0@,0@,0@,CLASS@,0@,0@,0@,0@,1@,0@,0@,0@,0@
CLAIRVOYANCE@,SPELL BASICS@,3@,DIVINATION@,0@,"V.S.M. (A FOCUS WORTH AT LEAST 100GP, EITHER A JEWELED HORN FOR HEARING OR A GLASS EYE FOR SEEING)@",1 MILE@,10 MINUTES@,10 MINUTES @,1,"YOU CREATE AN INVISIBLE SENSOR WITHIN RANGE IN A LOCATION FAMILIAR TO YOU (A PLACE YOU HAVE VISITED OR SEEN BEFORE) OR IN AN OBVIOUS LOCATION THAT IS UNFAMILIAR TO YOU (SUCH AS BEHIND A DOOR, AROUND A CORNER, OR IN A GROVE OF TREES). THE SENSOR REMAINS IN PLACE FOR THE DURATION, AND IT CAN’T BE ATTACKED OR OTHERWISE INTERACTED WITH.&WHEN YOU CAST THE SPELL, YOU CHOOSE SEEING OR HEARING. YOU CAN USE THE CHOSEN SENSE THROUGH THE SENSOR AS IF YOU WERE IN ITS SPACE. AS YOUR ACTION, YOU CAN SWITCH BETWEEN SEEING AND HEARING.&A CREATURE THAT CAN SEE THE SENSOR (SUCH AS A CREATURE BENEFITING FROM SEE INVISIBILITY OR TRUESIGHT) SEES A LUMINOUS, INTANGIBLE ORB ABOUT THE SIZE OF YOUR FIST.@",DELETEME,DELETEME,0@,0@,0@,0@,0@,0@,0@,0@,0@,0@,0@,0@,0@,SPELL CATEGORY@,0@,0@,0@,0@,0@,0@,0@,0@,0@,0@,1@,0@,0@,0@,0@,0@,0@,CLASS@,0@,1@,1@,0@,0@,0@,1@,0@,1@
CLONE@,SPELL BASICS@,8@,NECROMANCY@,0@,"V.S.M. (A DIAMOND WORTH AT LEAST 1000GP AND AT LEASET 1 CUBIC INCH OF FLESH FROM THE CREATURE TO BE CLONED, WHICH THE SPELL CONSUMES, AND A VESSEL WORTH AT LEAST 2000GP WITH A SEALABLE LID LARGE ENOUGH TO HOLD A MEDIUM CREATURE)@",TOUCH@,1 HOUR@,INSTANTANEOUS@,0,"THIS SPELL GROWS AN INERT DUPLICATE OF A LIVING CREATURE AS A SAFEGUARD AGAINST DEATH. THIS CLONE FORMS INSIDE A SEALED VESSEL AND GROWS TO FULL SIZE AND MATURITY AFTER 120 DAYS; YOU CAN ALSO CHOOSE TO HAVE THE CLONE BE A YOUNGER VERSION OF TH ESAME CREATURE. IT REMAINS INERT AND ENDURES INDEFINITELY, AS LONG AS ITS VESSEL REMAINS UNDISTURBED.&AT ANY TIME AFTER THE CLONE MATURES, IF THE ORIGINAL CREATURE DIES, ITS SOUL TRANFERS TO THE CLONE, PROVIDED THAT THE SOUL IS FREE AND WILLING TO RETURN. THE CLONE IS PHYSICALLY IDENTICAL TO THE ORIGINAL AND HAS THE SAME PERSONALITY, MEMORIES, AND ABILITIES, BUT NONE OF THE ORIGINAL’S EQUIPMENT. THE ORIGINAL CREATURE’S PHYSICAL REMAINS, IF THEY STILL EXIST, BECOME INERT AND CAN’T THEREAFTER BE RESTURED TO LIFE, SINCE THE CREATURE’S SOUL IS ELSEWHERE.@",DELETEME,DELETEME,0@,0@,0@,0@,0@,0@,0@,0@,0@,0@,0@,0@,0@,SPELL CATEGORY@,0@,0@,0@,0@,0@,0@,0@,0@,0@,0@,0@,0@,0@,0@,1@,0@,1@,CLASS@,0@,0@,0@,0@,0@,0@,0@,0@,1@
CLOUD OF DAGGERS@,SPELL BASICS@,2@,CONJURATION@,0@,V.S.M. (A SLIVER OF GLASS)@,60 FEET@,1 ACTION@,1 MINUTE @,1,"YOU FILL THE AIR WITH SPINNING DAGGERS IN A CUBE 5 FEET ON EACH SIDE, CENTERED ON A POINT YOU CHOOSE WITHIN RANGE. A CREATURE TAKES 4D4 SLASHING DAMAGE WHEN IT ENTERS THE SPELL’S AREA FOR THE FIRST TIME ON A TURN OR STARTS ITS TURN THERE.&&AT HIGHER LEVELS. WHEN YOU CAST THIS SPELL USING A SPELL SLOT OF 3RD LEVEL OR HIGHER, THE DAMAGE INCREASES BY 2D4 FOR EACH SLOT LEVEL ABOVE 2ND.@",DELETEME,DELETEME,0@,1@,0@,0@,0@,0@,0@,0@,0@,0@,0@,1@,0@,SPELL CATEGORY@,0@,0@,0@,0@,0@,0@,0@,0@,0@,0@,0@,0@,0@,0@,0@,1@,0@,CLASS@,0@,1@,0@,0@,0@,0@,1@,1@,1@
CLOUDKILL@,SPELL BASICS@,5@,CONJURATION@,0@,V.S.@,120 FEET@,1 ACTION@,10 MINUTES @,1,"YOU CREATE A 20-FOOT-RADIUS SPHERE OF POISONOUS, YELLOW-GREEN FOG CENTERED ON A POINT YOU CHOOSE WITHIN RANGE. THE FOG SPREADS AROUND CORNERS. IT LASTS FOR THE DURATION OR UNTIL STRONG WIND DISPERSES THE FOG, ENDING THE SPELL. ITS AREA IS HEAVILY OBSCURED.&WHEN A CREATURE ENTERS THE SPELL’S AREA FOR THE FIRST TIME ON A TURN OR STARTS ITS TURN THERE, THAT CREATURE MUST MAKE A CONSTITUTION SAVING THROW. THE CREATURE TAKES 5D8 POISON DAMAGE ON A FAILED SAVE, OR HALF AS MUCH DAMAGE ON A SUCCESSFUL ONE. CREATURES ARE AFFECTED EVEN IF THEY HOLD THEIR BREATH OR DON’T NEED TO BREATHE.&THE FOG MOVES 10 FEET AWAY FROM YOU AT THE START OF EACH OF YOUR TURNS, ROLLING ALONG THE SURFACE OF THE GROUND. THE VAPORS, BEING HEAVIER THAN AIR, SINK TO THE LOWEST LEVEL OF THE LAND, EVEN POURING DOWN OPENINGS.&&AT HIGHER LEVELS. WHEN YOU CAST THIS SPELL USING A SPELL SLOT OF 6TH LEVEL OR HIGHER, THE DAMAGE INCREASES BY 1D8 FOR EACH SLOT LEVEL ABOVE 5TH.@",DELETEME,DELETEME,0@,1@,0@,0@,0@,0@,0@,0@,0@,1@,0@,0@,0@,SPELL CATEGORY@,0@,0@,0@,0@,0@,0@,0@,0@,0@,0@,0@,1@,0@,0@,0@,1@,0@,CLASS@,0@,0@,0@,0@,0@,0@,1@,0@,1@
COLOR SPRAY@,SPELL BASICS@,1@,ILLUSION@,0@,V.S.M.@,15 FEET@,1 ACTION@,1 ROUND@,0,"A DAZZLING ARRAY OF FLASHING, COLORED LIGHT SPRINGS FROM YOUR HAND. ROLL 6D10; THE TOTAL IS HOW MANY HIT POINTS OF CREATURES THIS SPELL CAN EFFECT. CREATURES IN A 15-FOOT CONE ORIGINATING FROM YOU ARE AFFECTED IN ASCENDING ORDER OF THEIR CURRENT HIT POINTS (IGNORING UNCONSCIOUS CREATURES AND CREATURES THAT CAN’T SEE).&STARTING WITH THE CREATURE THAT HAS THE LOWEST CURRENT HIT POINTS, EACH CREATURE AFFECTED BY THIS SPELL IS BLINDED UNTIL THE SPELL ENDS. SUBTRACT EACH CREATURE’S HIT POINTS FROM THE TOTAL BEFORE MOVING ON TO THE CREATURE WITH THE NEXT LOWEST HIT POINTS. A CREATURE’S HIT POINTS MUST BE EQUAL TO OR LESS THAN THE REMAINING TOTAL FOR THAT CREATURE TO BE AFFECTED.&&AT HIGHER LEVELS. WHEN YOU CAST THIS SPELL USING A SPELL SLOT OF 2ND LEVEL OR HIGHER, ROLL AN ADDITIONAL 2D10 FOR EACH SLOT LEVEL ABOVE 1ST.@",DELETEME,DELETEME,0@,1@,0@,0@,0@,0@,0@,0@,0@,0@,0@,0@,0@,SPELL CATEGORY@,0@,0@,0@,1@,0@,0@,0@,0@,0@,0@,0@,0@,0@,0@,0@,1@,0@,CLASS@,0@,0@,0@,0@,0@,0@,1@,0@,1@
COMMAND@,SPELL BASICS@,1@,ENCHANTMENT@,0@,V.@,60 FEET@,1 ACTION@,1 ROUND@,0,"YOU SPEAK A ONE-WORD COMMAND TO A CREATURE YOU CAN SEE WITHIN RANGE. THE TARGET MUST SUCCEED ON A WISDOM SAVING THROW OR FOLLOW THE COMMAND ON ITS NEXT TURN. THE SPELL HAS NO EFFECT IF THE TARGET IS UNDEAD, IF IT DOESN’T UNDERSTAND YOUR LANGUAGE, OR IF YOUR COMMAND IS DIRECTLY HARMFUL TO IT. SOME TYPICAL COMMANDS AND THEIR EFFECTS FOLLOW. YOU MIGHT ISSUE A COMMAND OTHER THAN ONE DESCRIBED HERE. IF YOU DO SO, THE DM DETERMINES HOW THE TARGET BEHAVES. IF THE TARGET CAN’T FOLLOW YOUR COMMAND, THE SPELL ENDS.&&$*APPROACH. THE TARGET MOVES TOWARD YOU BY THE SHORTEST AND MOST DIRECT ROUTE, ENDING ITS TURN IF IT MOVES WITHIN 5 FEET OF YOU. &$*DROP. THE TARGET DROPS WHATEVER IT IS HOLDING AND THEN ENDS ITS TURN. &$*FLEE. THE TARGET SPENDS ITS TURN MOVING AWAY FROM YOU BY THE FASTEST AVAILABLE MEANS. &$*GROVEL. THE TARGET FALLS PRONE AND THEN ENDS ITS TURN. &$*HALT. THE TARGET DOESN’T MOVE AND TAKES NO ACTIONS. A FLYING CREATURE STAYS ALOFT, PROVIDED THAT IT IS ABLE TO DO SO. IF IT MUST MOVE TO STAY ALOFT, IT FLIES THE MINIMUM DISTANCE NEEDED TO REMAIN IN THE AIR.&&AT HIGHER LEVELS. WHEN YOU CAST THIS SPELL USING A SPELL SLOT OF 2ND LEVEL OR HIGHER, YOU CAN AFFECT ONE ADDITIONAL CREATURE FOR EACH SLOT LEVEL ABOVE 1ST. THE CREATURES MUST BE WITHIN 30 FEET OF EACH OTHER WHEN YOU TARGET THEM.@",DELETEME,DELETEME,0@,0@,0@,0@,0@,0@,0@,0@,0@,0@,0@,0@,0@,SPELL CATEGORY@,0@,1@,0@,0@,0@,0@,0@,0@,0@,0@,0@,0@,0@,0@,0@,1@,0@,CLASS@,0@,0@,1@,0@,1@,0@,0@,0@,0@
COMMUNE@,SPELL BASICS@,5@,DIVINATION@,1@,V.S.M. (INCENSE AND A VIAL OF HOLY OR UNHOLY WATER)@,SELF@,1 MINUTE@,1 MINUTE@,0,"YOU CONTACT YOUR DEITY OR A DIVINE PROXY AND ASK UP TO THREE QUESTIONS THAT CAN BE ANSWERED WITH A YES OR NO. YOU MUST ASK YOUR QUESTIONS BEFORE THE SPELL ENDS. YOU RECEIVE A CORRECT ANSWER FOR EACH QUESTION.&DIVINE BEINGS AREN’T NECESSARILY OMNISCIENT, SO YOU MIGHT RECEIVE “UNCLEAR” AS AN ANSWER IF A QUESTION PERTAINS TO INFORMATION THAT LIES BEYOND THE DEITY’S KNOWLEDGE. IN A CASE WHERE A ONE-WORD ANSWER COULD BE MISLEADING OR CONTRARY TO THE DEITY’S INTERESTS, THE DM MIGHT OFFER A SHORT PHRASE AS AN ANSWER INSTEAD.&IF YOU CAST THE SPELL TWO OR MORE TIMES BEFORE FINISHING YOUR NEXT LONG REST, THERE IS A CUMULATIVE 25 PERCENT CHANCE FOR EACH CASTING AFTER THE FIRST THAT YOU GET NO ANSWER. THE DM MAKES THIS ROLL IN SECRET.@",DELETEME,DELETEME,0@,0@,0@,0@,0@,0@,0@,0@,0@,0@,0@,0@,0@,SPELL CATEGORY@,0@,0@,0@,0@,0@,1@,0@,0@,0@,0@,0@,0@,0@,0@,0@,0@,0@,CLASS@,0@,0@,1@,0@,0@,0@,0@,0@,0@
*COMMUNE WITH CITY@,SPELL BASICS@,5@,DIVINATION@,1@,V.S.@,SELF@,1 MINUTE@,INSTANTANEOUS@,0,"YOU BRIEFLY BECOME ONE WITH THE CITY AND GAIYOU BRIEFLY BECOME ONE WITH THE CITY AND GAIN KNOWLEDGE OF THE SURROUNDING AREA. ABOVEGROUND, THIS SPELL GIVES YOU KOWLEDGE OF THE AREA WITHIN 1 MILE OF YOU. IN SEWERS AND OTHER UNDERGROUND SETTINGS, YOU GAIN KNOWLEDGE OF THE AREA WITHIN 600 FEET OF YOU. YOU INSTANTLY GAIN KNOWLEDGE OF UP TO THREE FACTS OF YOUR CHOICE ABOUT ANY OF THE FOLLOWING SUBJECTS AS THEY RELATE TO THE AREA:&&$*TERRAIN AND BODIES OF WATER&$*PREVALENT BUILDINGS, PLANTS, ANIMALS, OR INTELLIGENT CREATURES&$*POWERFUL (CR 1 OR HIGHER) CELESTIALS, FEY, FIENDS, ELEMENTALS, OR UNDEAD&$*INFLUENCES FROM OTHER PLANES OF EXISTENCE&$*ELECTRICAL CURRENTS, WIRELESS SIGNALS, AND ACTIVE TRANSIT LINES AND TRACKS&FOR EXAMPLE, YOU COULD DETERMINE THE LOCATION OF POWERFUL UNDEAD IN THE AREA, THE LOCATION OF MAJOR SOURCES OF ELECTRICAL POWER OR INTERFERENCE, AND THE LOCATION OF ANY NEARBY PARKS.@",DELETEME,DELETEME,0@,1@,0@,0@,0@,0@,0@,0@,0@,0@,0@,0@,0@,SPELL CATEGORY@,0@,0@,0@,0@,0@,0@,0@,0@,0@,0@,1@,0@,0@,0@,0@,0@,0@,CLASS@,0@,0@,0@,0@,0@,0@,1@,1@,1@
COMMUNE WITH NATURE@,SPELL BASICS@,5@,DIVINATION@,1@,V.S.@,SELF@,1 MINUTE@,INSTANTANEOUS@,0,"YOU BRIEFLY BECOME ONE WITH NATURE AND GAIN KNOWLEDGE OF THE SURROUNDING TERRITORY. IN THE OUTDOORS, THE SPELL GIVES YOU KNOWLEDGE OF THE LAND WITHIN 3 MILES OF YOU. IN CAVES AND OTHER NATURAL UNDERGROUND SETTINGS, THE RADIUS IS LIMITED TO 300 FEET. THE SPELL DOESN’T FUNCTION WHERE NATURE HAS BEEN REPLACED BY CONSTRUCTION, SUCH AS IN DUNGEONS AND TOWNS.&YOU INSTANTLY GAIN KNOWLEDGE OF UP TO THREE FACTS OF YOUR CHOICE ABOUT ANY OF THE FOLLOWING SUBJECTS AS THEY RELATE TO THE AREA:&&$*TERRAIN AND BODIES OF WATER&$*PREVALENT PLANTS, MINERALS, ANIMALS, OR PEOPLES&$*POWERFUL CELESTIALS, FEY, FIENDS, ELEMENTALS, OR UNDEAD&$*INFLUENCE FROM OTHER PLANES OF EXISTENCE&$*BUILDINGS&FOR EXAMPLE, YOU COULD DETERMINE THE LOCATION OF POWERFUL UNDEAD IN THE AREA, THE LOCATION OF MAJOR SOURCES OF SAFE DRINKING WATER, AND THE LOCATION OF ANY NEARBY TOWNS.@",DELETEME,DELETEME,0@,1@,0@,0@,0@,0@,0@,0@,0@,0@,0@,0@,0@,SPELL CATEGORY@,0@,0@,0@,0@,0@,0@,0@,0@,0@,0@,1@,0@,0@,0@,0@,0@,0@,CLASS@,0@,0@,0@,1@,0@,1@,0@,0@,0@
COMPELLED DUEL@,SPELL BASICS@,1@,ENCHANTMENT@,0@,V.@,30 FEET@,1 BONUS ACTION@,1 MINUTE @,1,"YOU ATTEMPT TO COMPEL A CREATURE INTO A DUEL. ONE CREATURE THAT YOU CAN SEE WITHIN RANGE MUST MAKE A WISDOM SAVING THROW. ON A FAILED SAVE, THE CREATURE IS DRAWN TO YOU, COMPELLED BY YOUR DIVINE DEMAND. FOR THE DURATION, IT HAS DISADVANTAGE ON ATTACK ROLLS AGAINST CREATURES OTHER THAN YOU, AND MUST MAKE A WISDOM SAVING THROW EACH TIME IT ATTEMPTS TO MOVE TO A SPACE THAT IS MORE THAN 30 FEET AWAY FROM YOU; IF IT SUCCEEDS ON THIS SAVING THROW, THIS SPELL DOESN’T RESTRICT THE TARGET’S MOVEMENT FOR THAT TURN.&THE SPELL ENDS IF YOU ATTACK ANY OTHER CREATURE, IF YOU CAST A SPELL THAT TARGETS A HOSTILE CREATURE OTHER THAN THE TARGET, IF A CREATURE FRIENDLY TO YOU DAMAGES THE TARGET OR CASTS A HARMFUL SPELL ON IT, OR IF YOU END YOUR TURN MORE THAN 30 FEET AWAY FROM THE TARGET.@",DELETEME,DELETEME,0@,0@,0@,0@,0@,0@,0@,0@,0@,0@,0@,0@,0@,SPELL CATEGORY@,0@,1@,0@,1@,1@,0@,0@,0@,0@,0@,0@,0@,0@,0@,0@,0@,0@,CLASS@,0@,0@,0@,0@,1@,0@,0@,0@,0@
